identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
07640159433613,,,bezp³atny,0,2174
07640159433637,,,bezp³atny,0,2175
04052682034206,,,bezp³atny,0,2176
04052682034213,,,bezp³atny,0,2177
04052682034220,,,bezp³atny,0,2178
05909991326166,,,bezp³atny,0,2179
05909991326173,,,bezp³atny,0,2180
05909991326180,,,bezp³atny,0,2181
05909991326197,,,bezp³atny,0,2182
05909990049851,,,bezp³atny,0,2183
05909990049875,,,bezp³atny,0,2184
05909990049882,,,bezp³atny,0,2185
5907553012045,Cukrzyca wymagaj¹ca podawania insuliny; z ograniczeniem do 4 opakowañ igie³ na rok dla jednego pacjenta,,30%,5.46,2186
5907553012021,Cukrzyca wymagaj¹ca podawania insuliny; z ograniczeniem do 4 opakowañ igie³ na rok dla jednego pacjenta,,30%,5.46,2187
5907553012038,Cukrzyca wymagaj¹ca podawania insuliny; z ograniczeniem do 4 opakowañ igie³ na rok dla jednego pacjenta,,30%,5.46,2188
5907553012014,Cukrzyca wymagaj¹ca podawania insuliny; z ograniczeniem do 4 opakowañ igie³ na rok dla jednego pacjenta,,30%,5.46,2189
08430308131700,,,bezp³atny,0,2190
05055565726983,,,bezp³atny,0,2191
05055565726983,,,bezp³atny,0,2191
05055565726990,,,bezp³atny,0,2192
05055565726990,,,bezp³atny,0,2192
05909991353384,,,bezp³atny,0,2193
05909991195137,,,bezp³atny,0,2194
05000456031486,,,bezp³atny,0,2195
05000456031493,,,bezp³atny,0,2196
05909990573615,,,bezp³atny,0,2197
05909990573554,,,bezp³atny,0,2198
05909990573561,,,bezp³atny,0,2199
05909990645220,,,bezp³atny,0,2200
05909990643110,,,bezp³atny,0,2201
05909991185589,,,bezp³atny,0,2202
05909991185596,,,bezp³atny,0,2203
05909991185602,,,bezp³atny,0,2204
05909991185619,,,bezp³atny,0,2205
05909991398477,,,bezp³atny,0,2206
05909991398484,,,bezp³atny,0,2207
05909991398491,,,bezp³atny,0,2208
05909991398507,,,bezp³atny,0,2209
08809593170150,,,bezp³atny,0,2210
08809593170167,,,bezp³atny,0,2211
05909990277810,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>nieswoiste zapalenie jelit inne ni¿ o pod³o¿u autoimmunizacyjnym - u dzieci do 18 roku ¿ycia; nefropatia IgA inna ni¿ o pod³o¿u autoimmunizacyjnym - u dzieci do 18 roku ¿ycia; zapalenie naczyñ inne ni¿ o pod³o¿u autoimmunizacyjnym - u dzieci do 18 roku ¿ycia; <2>choroby autoimmunizacyjne inne ni¿ okreœlone w ChPL; <3>stan po przeszczepie koñczyny; rogówki; tkanek lub komórek; <4>sarkoidoza; œródmi¹¿szowe zapalenie p³uc - w przypadkach innych ni¿ okreœlone w ChPL - z wyj¹tkiem idiopatycznego w³óknienia p³uc; ziarniniakowe choroby p³uc - w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,3.56,2212
05909990277810,Nowotwory z³oœliwe,,bezp³atny do limitu,0,2212
15051978004257,Przewlek³e owrzodzenia,,30%,2.48,2213
15051978004257,Epidermolysis bullosa,,bezp³atny do limitu,1.47,2213
15051978004264,Przewlek³e owrzodzenia,,30%,4.41,2214
15051978004264,Epidermolysis bullosa,,bezp³atny do limitu,0.76,2214
05909990076024,,,bezp³atny,0,2215
05909991108953,Przewlek³a obturacyjna choroba p³uc – leczenie podtrzymuj¹ce u pacjentów powy¿ej 18 roku ¿ycia,,30%,48.15,2216
05909991108953,,,,,2216
05909990644933,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.03,2217
05909990644933,,,,,2217
05909990799398,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.12,2218
05909990799398,,,,,2218
05909990863013,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,3.32,2219
05909990863013,,,,,2219
05909990665907,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,3.27,2220
05909990665907,,,,,2220
05909990223121,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.98,2221
05909990223121,,,,,2221
05909991050290,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,7.9,2222
05909991050290,,,,,2222
05909991050344,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,13.73,2223
05909991050344,,,,,2223
05909991316600,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,21.48,2224
05909991316600,,,,,2224
05908289660401,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,6.17,2225
05908289660401,,,,,2225
05909991025014,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.21,2226
05909991025014,,,,,2226
8716900565021,Postêpowanie dietetyczne w niedo¿ywieniu zwi¹zanym z chorob¹ podstawow¹ u niemowl¹t i dzieci do 6 r.¿. – mukowiscydoza; choroby nowotworowe; wrodzone wady serca,,rycza³t,61.03,2227
8716900562433,Zespo³y wrodzonych defektów metabolicznych; alergie pokarmowe i biegunki przewlek³e,,30%,11.95,2228
4008976681786,Postêpowanie dietetyczne w niedo¿ywieniu zwi¹zanym z chorob¹ podstawow¹ u niemowl¹t i dzieci do 6 r.¿. – mukowiscydoza; choroby nowotworowe; wrodzone wady serca,,rycza³t,3.2,2229
05909991347352,Profilaktyka grypy u osób w wieku od 18. roku ¿ycia do 65. roku ¿ycia o zwiêkszonym ryzyku wyst¹pienia powik³añ pogrypowych tj.: 1) po transplantacji narz¹dów; 2) choruj¹cych na niewydolnoœæ uk³adu oddechowego; astmê oskrzelow¹; przewlek³¹ obturacyjn¹ chorobê p³uc; niewydolnoœæ uk³adu kr¹¿enia; chorobê wieñcow¹; niewydolnoœæ nerek; nawracaj¹cy zespó³ nerczycowy; choroby w¹troby; choroby metaboliczne (w tym cukrzycê); choroby neurologiczne i neurorozwojowe; 3) w stanach obni¿onej odpornoœci (w tym po przeszczepie tkanek i choruj¹cych na nowotwory uk³adu krwiotwórczego) oraz u kobiet w ci¹¿y,,50%,25.78,2230
05909991347352,,,,,2230
05909991004439,,,bezp³atny,0,2231
05909991004460,,,bezp³atny,0,2232
05909990699643,Ból przebijaj¹cy u doros³ych pacjentów z chorob¹ nowotworow¹; którzy w ramach leczenia przewlek³ego bólu nowotworowego poddawani s¹ opioidowej terapii podtrzymuj¹cej; a u których istniej¹ udokumentowane przeciwwskazania do stosowania innych krótkotrwale dzia³aj¹cych opioidów lub stwierdzono nieskutecznoœæ tych leków,ból przebijaj¹cy u dzieci z chorob¹ nowotworow¹; które w ramach leczenia przewlek³ego bólu nowotworowego poddawane s¹ opioidowej terapii podtrzymuj¹cej; a u których istniej¹ udokumentowane przeciwwskazania do stosowania innych krótkotrwale dzia³aj¹cych opioidów lub stwierdzono nieskutecznoœæ tych leków,rycza³t,3.2,2233
05909990699735,Ból przebijaj¹cy u doros³ych pacjentów z chorob¹ nowotworow¹; którzy w ramach leczenia przewlek³ego bólu nowotworowego poddawani s¹ opioidowej terapii podtrzymuj¹cej; a u których istniej¹ udokumentowane przeciwwskazania do stosowania innych krótkotrwale dzia³aj¹cych opioidów lub stwierdzono nieskutecznoœæ tych leków,ból przebijaj¹cy u dzieci z chorob¹ nowotworow¹; które w ramach leczenia przewlek³ego bólu nowotworowego poddawane s¹ opioidowej terapii podtrzymuj¹cej; a u których istniej¹ udokumentowane przeciwwskazania do stosowania innych krótkotrwale dzia³aj¹cych opioidów lub stwierdzono nieskutecznoœæ tych leków,rycza³t,3.2,2234
05909990699889,Ból przebijaj¹cy u doros³ych pacjentów z chorob¹ nowotworow¹; którzy w ramach leczenia przewlek³ego bólu nowotworowego poddawani s¹ opioidowej terapii podtrzymuj¹cej; a u których istniej¹ udokumentowane przeciwwskazania do stosowania innych krótkotrwale dzia³aj¹cych opioidów lub stwierdzono nieskutecznoœæ tych leków,ból przebijaj¹cy u dzieci z chorob¹ nowotworow¹; które w ramach leczenia przewlek³ego bólu nowotworowego poddawane s¹ opioidowej terapii podtrzymuj¹cej; a u których istniej¹ udokumentowane przeciwwskazania do stosowania innych krótkotrwale dzia³aj¹cych opioidów lub stwierdzono nieskutecznoœæ tych leków,rycza³t,3.2,2235
05909990348923,Cukrzyca,,rycza³t,4,2236
05909990348923,,,,,2236
05909990348923,,,,,2236
05909991429171,Cukrzyca,,rycza³t,14.82,2237
05909991429171,,,,,2237
05909991429171,,,,,2237
05909991333553,Cukrzyca,,rycza³t,14.58,2238
05909991333553,,,,,2238
05909991333553,,,,,2238
05909990672448,Cukrzyca,,rycza³t,4,2239
05909990672448,,,,,2239
05909990672448,,,,,2239
05909990672585,Cukrzyca,,rycza³t,4,2240
05909990672585,,,,,2240
05909990672585,,,,,2240
05909990672363,Cukrzyca,,rycza³t,4,2241
05909990672363,,,,,2241
05909990672363,,,,,2241
5000223422486,Przewlek³e owrzodzenia,,30%,4.04,2242
5000223422486,Epidermolysis bullosa,,bezp³atny do limitu,0,2242
5000223422493,Przewlek³e owrzodzenia,,30%,7.64,2243
5000223422493,Epidermolysis bullosa,,bezp³atny do limitu,0,2243
5000223422509,Przewlek³e owrzodzenia,,30%,14.52,2244
5000223422509,Epidermolysis bullosa,,bezp³atny do limitu,0,2244
0000050223480,Przewlek³e owrzodzenia,,30%,7.44,2245
0000050223480,Epidermolysis bullosa,,bezp³atny do limitu,6.08,2245
05909991096106,Cukrzyca typu 2; u pacjentów przed w³¹czeniem insuliny; leczonych co najmniej dwoma doustnymi lekami hipoglikemizuj¹cymi od co najmniej 6 miesiêcy; z HbA1c ? 8 % oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa; lub 2)uszkodzenie innych narz¹dów objawiaj¹ce siê poprzez: bia³komocz lub przerost lewej komory lub retinopatiê; lub 3) obecnoœæ 3 lub wiêcej g³ównych czynników ryzyka spoœród wymienionych poni¿ej: -wiek ? 55 lat dla mê¿czyzn; ?60 lat dla kobiet; -dyslipidemia; -nadciœnienie têtnicze; -palenie tytoniu; -oty³oœæ,,30%,56.27,2246
05909990085033,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zapalenie b³ony œluzowej ¿o³¹dka u dzieci poni¿ej 2 roku ¿ycia,50%,6.54,2247
05909990082643,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zapalenie b³ony œluzowej ¿o³¹dka u dzieci poni¿ej 2 roku ¿ycia,50%,12.52,2248
05909990012688,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,3.63,2249
05909990012688,,,,,2249
05909991334178,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,5.8,2250
05909991334178,,,,,2250
05909991334208,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,10.75,2251
05909991334208,,,,,2251
05055565731321,,,bezp³atny,0,2252
05055565731338,,,bezp³atny,0,2253
05055565731345,,,bezp³atny,0,2254
05055565731352,,,bezp³atny,0,2255
05909990726943,,,bezp³atny,0,2256
05909990726950,,,bezp³atny,0,2257
05909990796946,,,bezp³atny,0,2258
05909990796953,,,bezp³atny,0,2259
05909990015412,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,20.16,2260
05909990858255,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia grzybicze u pacjentów po przeszczepie szpiku – profilaktyka,50%,7.46,2261
05909990858262,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,zaka¿enia grzybicze u pacjentów po przeszczepie szpiku – profilaktyka,50%,41.91,2262
05909991387044,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,12.23,2263
05909991387051,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,13.82,2264
05901878600772,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,6.6,2265
05901878600789,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,5.38,2266
05909991264710,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,12.79,2267
05909991264734,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,14.72,2268
05909991348762,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,9.83,2269
05909991326470,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,9.72,2270
05909991326494,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,10.07,2271
05909991322779,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,6.6,2272
05909991322786,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,5.38,2273
05909991298586,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,3.2,2274
05909991298654,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,3.2,2275
05909991313425,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,9.84,2276
05909991313555,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,13.82,2277
05909990805495,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,3.77,2278
05909990805495,,,,,2278
05909991329785,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,9.73,2279
05909991329822,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,10.3,2280
05909991329853,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,10.07,2281
05909991329891,Przewlek³a niewydolnoœæ serca w klasach NYHA II – NYHA IV; z zaburzeniami czynnoœci skurczowej; u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i czêstoœci¹ akcji serca ? 75 uderzeñ na minutê; w skojarzeniu z leczeniem standardowym; w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane,,rycza³t,10.52,2282
5908222562632,Cukrzyca typu I; Pozosta³e typy cukrzycy wymagaj¹ce co najmniej 3 wstrzykniêæ insuliny na dobê oraz terapia cukrzycy za pomoc¹ pompy insulinowej,,rycza³t,3.25,2283
5908222562632,Cukrzyca,,30%,11.42,2283
05909991053758,,,bezp³atny,0,2284
05909991053789,,,bezp³atny,0,2285
05909991053833,,,bezp³atny,0,2286
05909991138509,<1>Cukrzyca typu 2; u pacjentów przed w³¹czeniem insuliny; leczonych co najmniej dwoma doustnymi lekami hipoglikemizuj¹cymi od co najmniej 6 miesiêcy; z HbA1c ? 8 % oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa; lub 2)uszkodzenie innych narz¹dów objawiaj¹ce siê poprzez: bia³komocz lub przerost lewej komory lub retinopatiê; lub 3) obecnoœæ 3 lub wiêcej g³ównych czynników ryzyka spoœród wymienionych poni¿ej: -wiek ? 55 lat dla mê¿czyzn; ?60 lat dla kobiet; -dyslipidemia; -nadciœnienie têtnicze; -palenie tytoniu; -oty³oœæ; <2>Przewlek³a niewydolnoœæ serca u doros³ych pacjentów z obni¿on¹ frakcj¹ wyrzutow¹ lewej komory serca (LVEF?40%) oraz utrzymuj¹cymi siê objawami choroby w klasie II-IV NYHA pomimo zastosowania terapii opartej na ACEi (lub ARB/ARNi) i lekach z grupy betaadrenolityków oraz jeœli wskazane antagonistach receptora mineralokortykoidów,,30%,54,2287
05038256002115,,,bezp³atny,0,2288
05038256002122,,,bezp³atny,0,2289
05038256002139,,,bezp³atny,0,2290
05909990994533,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,7.76,2291
05909990994540,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,10.88,2292
05909991047818,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>przewlek³a choroba nerek; <2>osteoporoza posterydowa - profilaktyka,rycza³t,3.2,2293
05902768001044,,,bezp³atny,0,2294
05902768001051,,,bezp³atny,0,2295
00351167143902,,,bezp³atny,0,2296
05909990257539,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,3.2,2297
05909990257539,,,,,2297
05909990269310,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,18.03,2298
05909990269310,,,,,2298
00351167104606,,,bezp³atny,0,2299
00351167112205,,,bezp³atny,0,2300
00351167113103,,,bezp³atny,0,2301
00351167136201,,,bezp³atny,0,2302
00351167144503,,,bezp³atny,0,2303
05909990491315,Przerost gruczo³u krokowego,,rycza³t,11.04,2304
05909990491315,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; neurogenna dysfunkcja pêcherza u dzieci do 18 roku ¿ycia; nieneurogenna dysfunkcja pêcherza u dzieci do 18 roku ¿ycia,30%,10.61,2304
05909990491315,,,,,2304
05909990491414,Przerost gruczo³u krokowego,,rycza³t,8.66,2305
05909990491414,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek u dzieci do 18 roku ¿ycia,30%,11,2305
05909990491414,,,,,2305
05909990022571,Przerost gruczo³u krokowego,,rycza³t,8.66,2306
05909990022571,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek u dzieci do 18 roku ¿ycia,30%,11,2306
05909990022571,,,,,2306
05909991013820,Przerost gruczo³u krokowego,,rycza³t,14.73,2307
05909991013820,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,przewlek³a choroba nerek u dzieci do 18 roku ¿ycia,30%,19.42,2307
05909991013820,,,,,2307
05909990962839,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,6.24,2308
05909990962839,,,,,2308
05909990962945,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,11.6,2309
05909990962945,,,,,2309
08715131016975,,,bezp³atny,0,2310
08715131016982,,,bezp³atny,0,2311
05909990048809,Padaczka,,rycza³t,3.2,2312
05909990048809,,,,,2312
05909990048823,Padaczka,,rycza³t,3.2,2313
05909990048823,,,,,2313
05909990048854,Padaczka,,rycza³t,3.2,2314
05909990048854,,,,,2314
05909990865130,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,6.87,2315
05909990865130,,,,,2315
05909990865147,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,13.99,2316
05909990865147,,,,,2316
05909990865178,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,14.31,2317
05909990865178,,,,,2317
05909990865185,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,26.08,2318
05909990865185,,,,,2318
05909990865222,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,26.08,2319
05909990865222,,,,,2319
05909990865260,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,26.08,2320
05909990865260,,,,,2320
05909991136833,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,18.48,2321
05909991136833,,,,,2321
05909991136840,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,34.42,2322
05909991136840,,,,,2322
05909991428112,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,19.59,2323
05909991428112,,,,,2323
05909991432300,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,9.55,2324
05909991432300,,,,,2324
05909991432324,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,17.25,2325
05909991432324,,,,,2325
05909991434977,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,13.12,2326
05909991434977,,,,,2326
05909991436667,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,13.12,2327
05909991436667,,,,,2327
05909991455361,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,8.25,2328
05909991455361,,,,,2328
05909991455378,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,14.62,2329
05909991455378,,,,,2329
05909991463908,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,12.41,2330
05909991463908,,,,,2330
05909991464011,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,12.41,2331
05909991464011,,,,,2331
05909990772162,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,7.6,2332
05909990772162,,,,,2332
05909990772179,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,15.79,2333
05909990772179,,,,,2333
05909990772193,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,14.32,2334
05909990772193,,,,,2334
